city,archetype,seed,ssp,epoch,mc,dGW,mean_dmg_final
Tianjin,deltaic,3,SSP1-2.6,2060,8,-0.256969538563013,0.5883515552412905
Tianjin,deltaic,3,SSP1-2.6,2060,9,-0.260479264320122,0.5936985333041102
Tianjin,deltaic,3,SSP1-2.6,2060,10,-0.2921574109388052,0.48176480164063556
Tianjin,deltaic,3,SSP1-2.6,2060,11,-0.23668863225200334,0.6634530443224078
Tianjin,deltaic,3,SSP1-2.6,2070,0,-0.13401835811104443,0.4928992175432915
Tianjin,deltaic,3,SSP1-2.6,2070,1,-0.19770528853969435,0.5559643170990712
Tianjin,deltaic,3,SSP1-2.6,2070,2,-0.027966930888321095,0.5035436650026077
Tianjin,deltaic,3,SSP1-2.6,2070,3,-0.042153133664349286,0.5541656855880543
Tianjin,deltaic,3,SSP1-2.6,2070,4,-0.3301212651206164,0.5401579377647608
Tianjin,deltaic,3,SSP1-2.6,2070,5,-0.12398692314226918,0.5190205973252184
Tianjin,deltaic,3,SSP1-2.6,2070,6,-0.15369626378426154,0.5645347956079518
Tianjin,deltaic,3,SSP1-2.6,2070,7,-0.3607194838036934,0.5918505269204131
Tianjin,deltaic,3,SSP1-2.6,2070,8,-0.20933390407834146,0.5823678092591963
Tianjin,deltaic,3,SSP1-2.6,2070,9,0.04537190722609166,0.47538068264873795
Tianjin,deltaic,3,SSP1-2.6,2070,10,-0.2350640427007554,0.6181862054247349
Tianjin,deltaic,3,SSP1-2.6,2070,11,-0.4275376267319611,0.6421613147297451
Tianjin,deltaic,3,SSP1-2.6,2080,0,-0.3488162147038568,0.588448085584949
Tianjin,deltaic,3,SSP1-2.6,2080,1,-0.19661834692161095,0.5584180161630611
Tianjin,deltaic,3,SSP1-2.6,2080,2,-0.10970288677739112,0.6618292545742183
Tianjin,deltaic,3,SSP1-2.6,2080,3,-0.19988768194760712,0.622688393906823
Tianjin,deltaic,3,SSP1-2.6,2080,4,-0.29205183518801325,0.6356400500408893
Tianjin,deltaic,3,SSP1-2.6,2080,5,-0.3196222175671115,0.620623205421377
Tianjin,deltaic,3,SSP1-2.6,2080,6,-0.25309869547589975,0.5932279306820059
Tianjin,deltaic,3,SSP1-2.6,2080,7,-0.2784721079288972,0.5557375249821989
Tianjin,deltaic,3,SSP1-2.6,2080,8,-0.3803136758933965,0.6644341936283504
Tianjin,deltaic,3,SSP1-2.6,2080,9,-0.3292418143799958,0.6258442766488655
Tianjin,deltaic,3,SSP1-2.6,2080,10,-0.15339699087090197,0.5551015636647988
Tianjin,deltaic,3,SSP1-2.6,2080,11,-0.30897737479716697,0.6816355897228479
Tianjin,deltaic,3,SSP1-2.6,2090,0,-0.33895648319353583,0.6554532622046126
Tianjin,deltaic,3,SSP1-2.6,2090,1,-0.40655014835981446,0.6759172400256693
Tianjin,deltaic,3,SSP1-2.6,2090,2,-0.36232189614984817,0.5565877021819301
Tianjin,deltaic,3,SSP1-2.6,2090,3,-0.276692678810658,0.5978250046749651
Tianjin,deltaic,3,SSP1-2.6,2090,4,-0.32162918367947774,0.6592227355708127
Tianjin,deltaic,3,SSP1-2.6,2090,5,-0.4012562678875644,0.5411322090258206
Tianjin,deltaic,3,SSP1-2.6,2090,6,-0.3449233066466113,0.6184477239498614
Tianjin,deltaic,3,SSP1-2.6,2090,7,-0.31413387451810626,0.601239790745295
Tianjin,deltaic,3,SSP1-2.6,2090,8,-0.34303139268963606,0.5366401303191574
Tianjin,deltaic,3,SSP1-2.6,2090,9,-0.4538474434261745,0.6229943671432022
Tianjin,deltaic,3,SSP1-2.6,2090,10,-0.38062054508398385,0.5838862019728623
Tianjin,deltaic,3,SSP1-2.6,2090,11,-0.3621797715091655,0.6281362676979827
Tianjin,deltaic,3,SSP1-2.6,2100,0,-0.2739860641751674,0.6105545988397505
Tianjin,deltaic,3,SSP1-2.6,2100,1,-0.4520185970630048,0.538577982140217
Tianjin,deltaic,3,SSP1-2.6,2100,2,-0.29158721439012586,0.5835605798710196
Tianjin,deltaic,3,SSP1-2.6,2100,3,-0.42553834820670133,0.5336558288725343
Tianjin,deltaic,3,SSP1-2.6,2100,4,-0.351127499049749,0.5263063613569293
Tianjin,deltaic,3,SSP1-2.6,2100,5,-0.4137270943918146,0.6329487823268349
Tianjin,deltaic,3,SSP1-2.6,2100,6,-0.4325160613110652,0.6264175243299764
Tianjin,deltaic,3,SSP1-2.6,2100,7,-0.3336942507830696,0.6097106378356362
Tianjin,deltaic,3,SSP1-2.6,2100,8,-0.3118328152492572,0.5780637421852305
Tianjin,deltaic,3,SSP1-2.6,2100,9,-0.36433805378430983,0.4840723967979171
Tianjin,deltaic,3,SSP1-2.6,2100,10,-0.25098980812601845,0.654947054548371
Tianjin,deltaic,3,SSP1-2.6,2100,11,-0.4041924781164734,0.6052572455898073
Tianjin,deltaic,3,SSP2-4.5,2020,0,0.0,0.703411176612338
Tianjin,deltaic,3,SSP2-4.5,2020,1,0.0,0.6608235140324851
Tianjin,deltaic,3,SSP2-4.5,2020,2,0.0,0.5976770395657529
Tianjin,deltaic,3,SSP2-4.5,2020,3,0.0,0.520907912734628
Tianjin,deltaic,3,SSP2-4.5,2020,4,0.0,0.4874586304123826
Tianjin,deltaic,3,SSP2-4.5,2020,5,0.0,0.6337669928006227
Tianjin,deltaic,3,SSP2-4.5,2020,6,0.0,0.5776569565022888
Tianjin,deltaic,3,SSP2-4.5,2020,7,0.0,0.6047013067823993
Tianjin,deltaic,3,SSP2-4.5,2020,8,0.0,0.6163772074870136
Tianjin,deltaic,3,SSP2-4.5,2020,9,0.0,0.6892543316355055
Tianjin,deltaic,3,SSP2-4.5,2020,10,0.0,0.639605049896425
Tianjin,deltaic,3,SSP2-4.5,2020,11,0.0,0.5896915005510381
Tianjin,deltaic,3,SSP2-4.5,2030,0,-0.018481060861703952,0.6531185245000032
Tianjin,deltaic,3,SSP2-4.5,2030,1,-0.0281102573910765,0.5610765892630242
Tianjin,deltaic,3,SSP2-4.5,2030,2,-0.231674569724105,0.5856646480885841
Tianjin,deltaic,3,SSP2-4.5,2030,3,-0.37647742081201313,0.6695055844962801
Tianjin,deltaic,3,SSP2-4.5,2030,4,0.13764718014766986,0.5904188613488084
Tianjin,deltaic,3,SSP2-4.5,2030,5,0.09357762486784925,0.618566966690608
Tianjin,deltaic,3,SSP2-4.5,2030,6,-0.20152001396341337,0.6457553364973365
Tianjin,deltaic,3,SSP2-4.5,2030,7,-0.017853079942259542,0.4885249172620289
Tianjin,deltaic,3,SSP2-4.5,2030,8,-0.3796063352421275,0.5492371000231425
Tianjin,deltaic,3,SSP2-4.5,2030,9,-0.05720501471850267,0.5675606039316008
Tianjin,deltaic,3,SSP2-4.5,2030,10,-0.0218117797263513,0.6479049724075281
Tianjin,deltaic,3,SSP2-4.5,2030,11,-0.05373119420728902,0.6715665058052123
Tianjin,deltaic,3,SSP2-4.5,2040,0,-0.23581107922157474,0.5908164034236478
Tianjin,deltaic,3,SSP2-4.5,2040,1,0.029057570824762218,0.6048387556418416
Tianjin,deltaic,3,SSP2-4.5,2040,2,-0.2583435545312504,0.5287912152783935
Tianjin,deltaic,3,SSP2-4.5,2040,3,-0.02241935182944102,0.6526279384104108
Tianjin,deltaic,3,SSP2-4.5,2040,4,-0.3467364066905548,0.6759175555826263
Tianjin,deltaic,3,SSP2-4.5,2040,5,-0.6026794618426989,0.6178240981247652
Tianjin,deltaic,3,SSP2-4.5,2040,6,-0.29820000276201997,0.5717438405594393
Tianjin,deltaic,3,SSP2-4.5,2040,7,0.033492789858467355,0.6672169480493979
Tianjin,deltaic,3,SSP2-4.5,2040,8,-0.23314091050798932,0.6350056912344377
Tianjin,deltaic,3,SSP2-4.5,2040,9,-0.1909421094138279,0.7236570464812092
Tianjin,deltaic,3,SSP2-4.5,2040,10,-0.5233727633768493,0.587518160407708
Tianjin,deltaic,3,SSP2-4.5,2040,11,-0.2920309031337841,0.6698333492313082
Tianjin,deltaic,3,SSP2-4.5,2050,0,0.0013909395682546787,0.6657463828023169
Tianjin,deltaic,3,SSP2-4.5,2050,1,-0.14232988517667575,0.5845087193724082
Tianjin,deltaic,3,SSP2-4.5,2050,2,-0.7614910798337636,0.578676808091113
Tianjin,deltaic,3,SSP2-4.5,2050,3,-0.7751893784979269,0.6208895584119503
Tianjin,deltaic,3,SSP2-4.5,2050,4,-0.3309260710790454,0.6371120539780641
Tianjin,deltaic,3,SSP2-4.5,2050,5,-0.2615655341890498,0.5217292026377234
Tianjin,deltaic,3,SSP2-4.5,2050,6,-0.4264044606373406,0.5691467106628282
Tianjin,deltaic,3,SSP2-4.5,2050,7,-0.13948184512260484,0.6701531347820636
Tianjin,deltaic,3,SSP2-4.5,2050,8,-0.37362908984392806,0.4772663055754219
Tianjin,deltaic,3,SSP2-4.5,2050,9,-0.469168534319106,0.6342371237460883
Tianjin,deltaic,3,SSP2-4.5,2050,10,-0.24086507338321936,0.6572489113185016
Tianjin,deltaic,3,SSP2-4.5,2050,11,-0.6897165542700654,0.6087766153523176
Tianjin,deltaic,3,SSP2-4.5,2060,0,-0.636136291536596,0.6587134748569681
Tianjin,deltaic,3,SSP2-4.5,2060,1,-0.5538849344742575,0.6031196017703064
Tianjin,deltaic,3,SSP2-4.5,2060,2,-0.39028585084364975,0.6363085664735926
Tianjin,deltaic,3,SSP2-4.5,2060,3,-0.4687426886281696,0.6261053166464872
Tianjin,deltaic,3,SSP2-4.5,2060,4,-0.2867130449586549,0.5539985967619969
Tianjin,deltaic,3,SSP2-4.5,2060,5,-0.6654609465771583,0.5913826797114131
Tianjin,deltaic,3,SSP2-4.5,2060,6,-0.3570680649613218,0.6489965969313257
Tianjin,deltaic,3,SSP2-4.5,2060,7,-0.37832521699429084,0.6492219752396864
Tianjin,deltaic,3,SSP2-4.5,2060,8,-0.4015555904918803,0.6459121804128608
Tianjin,deltaic,3,SSP2-4.5,2060,9,-0.5468949983237953,0.5421249406702029
Tianjin,deltaic,3,SSP2-4.5,2060,10,-0.1497035773450404,0.6224744980649904
Tianjin,deltaic,3,SSP2-4.5,2060,11,-0.42147679901287827,0.5873906803202588
Tianjin,deltaic,3,SSP2-4.5,2070,0,-0.8257423277923988,0.5738503784075456
Tianjin,deltaic,3,SSP2-4.5,2070,1,-0.4168741055845173,0.6380953285423545
Tianjin,deltaic,3,SSP2-4.5,2070,2,-0.3336128943533709,0.5663699553975028
Tianjin,deltaic,3,SSP2-4.5,2070,3,-0.24152890599489732,0.5502659558564291
Tianjin,deltaic,3,SSP2-4.5,2070,4,-0.5940138937113788,0.6066818248848863
Tianjin,deltaic,3,SSP2-4.5,2070,5,-0.6545650536838029,0.6365073895869912
Tianjin,deltaic,3,SSP2-4.5,2070,6,-0.6737223157768955,0.574057424063726
Tianjin,deltaic,3,SSP2-4.5,2070,7,-0.6217165586653806,0.6290021819409494
Tianjin,deltaic,3,SSP2-4.5,2070,8,-0.5473173879788674,0.6548302665028851
Tianjin,deltaic,3,SSP2-4.5,2070,9,-0.7472523089904739,0.5900452118389355
Tianjin,deltaic,3,SSP2-4.5,2070,10,-0.40823247766219206,0.6171236587254156
Tianjin,deltaic,3,SSP2-4.5,2070,11,-0.28237708961597563,0.5583504579647954
Tianjin,deltaic,3,SSP2-4.5,2080,0,-0.5837937044034833,0.6353612032541789
Tianjin,deltaic,3,SSP2-4.5,2080,1,-0.5640376910321626,0.5138963639098086
Tianjin,deltaic,3,SSP2-4.5,2080,2,-0.7592136657846307,0.5856064820528593
Tianjin,deltaic,3,SSP2-4.5,2080,3,-0.2585392286507921,0.6193863783160871
Tianjin,deltaic,3,SSP2-4.5,2080,4,-0.7053360630418241,0.550737220316927
Tianjin,deltaic,3,SSP2-4.5,2080,5,-0.515119829427415,0.546144400859477
Tianjin,deltaic,3,SSP2-4.5,2080,6,-0.6572188453944658,0.6528604787041953
Tianjin,deltaic,3,SSP2-4.5,2080,7,-0.48478120841119754,0.5875899813740717
Tianjin,deltaic,3,SSP2-4.5,2080,8,-0.7149336257320064,0.5101646069801028
Tianjin,deltaic,3,SSP2-4.5,2080,9,-0.25665051009202194,0.6008065010578906
Tianjin,deltaic,3,SSP2-4.5,2080,10,-0.5538045894275704,0.643701953386878
Tianjin,deltaic,3,SSP2-4.5,2080,11,-0.5176061551493782,0.514442213016756
Tianjin,deltaic,3,SSP2-4.5,2090,0,-0.5693193205602602,0.6302816111207443
Tianjin,deltaic,3,SSP2-4.5,2090,1,-0.44950458843834723,0.6121030967010604
Tianjin,deltaic,3,SSP2-4.5,2090,2,-0.6292985715938285,0.5569223355090118
Tianjin,deltaic,3,SSP2-4.5,2090,3,-0.6050229242079866,0.5790653450803837
Tianjin,deltaic,3,SSP2-4.5,2090,4,-0.7635944818793978,0.6904017599709138
Tianjin,deltaic,3,SSP2-4.5,2090,5,-0.5193436810027177,0.5301123273355431
Tianjin,deltaic,3,SSP2-4.5,2090,6,-0.5885131494636172,0.6765583532601692
Tianjin,deltaic,3,SSP2-4.5,2090,7,-0.4934273970084861,0.5284762638708768
Tianjin,deltaic,3,SSP2-4.5,2090,8,-0.46819089763812033,0.6042176068996327
Tianjin,deltaic,3,SSP2-4.5,2090,9,-0.6295178828203735,0.6148500265457233
Tianjin,deltaic,3,SSP2-4.5,2090,10,-0.6317467136413412,0.5845151589691787
Tianjin,deltaic,3,SSP2-4.5,2090,11,-0.4048881615058183,0.6226756541203817
Tianjin,deltaic,3,SSP2-4.5,2100,0,-0.9057680774995227,0.6164467332069931
Tianjin,deltaic,3,SSP2-4.5,2100,1,-0.4627501480590334,0.6345200896699186
Tianjin,deltaic,3,SSP2-4.5,2100,2,-0.8499677437310069,0.5873521150962893
Tianjin,deltaic,3,SSP2-4.5,2100,3,-0.8894251804841233,0.5915094525337288
Tianjin,deltaic,3,SSP2-4.5,2100,4,-0.7337852375933944,0.5515637144866935
Tianjin,deltaic,3,SSP2-4.5,2100,5,-0.7465261097697223,0.6519949387046248
Tianjin,deltaic,3,SSP2-4.5,2100,6,-0.8171480800444372,0.6065893674497219
Tianjin,deltaic,3,SSP2-4.5,2100,7,-0.6236821412454676,0.6056154602369179
Tianjin,deltaic,3,SSP2-4.5,2100,8,-0.8318724187345702,0.6014340092436891
Tianjin,deltaic,3,SSP2-4.5,2100,9,-0.6466770180053713,0.6563833418068279
Tianjin,deltaic,3,SSP2-4.5,2100,10,-0.6852594701678462,0.6196301621419981
Tianjin,deltaic,3,SSP2-4.5,2100,11,-0.5112485200153976,0.7388930066897159
Tianjin,deltaic,3,SSP5-8.5,2020,0,0.0,0.6566950564477648
Tianjin,deltaic,3,SSP5-8.5,2020,1,0.0,0.6345062140882747
Tianjin,deltaic,3,SSP5-8.5,2020,2,0.0,0.6158392992527725
Tianjin,deltaic,3,SSP5-8.5,2020,3,0.0,0.5850286793503767
Tianjin,deltaic,3,SSP5-8.5,2020,4,0.0,0.5991632984547823
Tianjin,deltaic,3,SSP5-8.5,2020,5,0.0,0.5246081749001585
Tianjin,deltaic,3,SSP5-8.5,2020,6,0.0,0.6077138496223542
Tianjin,deltaic,3,SSP5-8.5,2020,7,0.0,0.5498564268485131
Tianjin,deltaic,3,SSP5-8.5,2020,8,0.0,0.5787533093000757
Tianjin,deltaic,3,SSP5-8.5,2020,9,0.0,0.6226872857832175
Tianjin,deltaic,3,SSP5-8.5,2020,10,0.0,0.6278350216025759
Tianjin,deltaic,3,SSP5-8.5,2020,11,0.0,0.6111837010179552
Tianjin,deltaic,3,SSP5-8.5,2030,0,-0.7420305469133086,0.6576060475034979
Tianjin,deltaic,3,SSP5-8.5,2030,1,-0.1141949809118844,0.487428319710623
Tianjin,deltaic,3,SSP5-8.5,2030,2,-0.16396677266470266,0.6043477167627133
Tianjin,deltaic,3,SSP5-8.5,2030,3,-0.7740746350500121,0.5336088136915779
Tianjin,deltaic,3,SSP5-8.5,2030,4,-0.25743427415651493,0.5545295193661589
Tianjin,deltaic,3,SSP5-8.5,2030,5,0.03867037248250425,0.5255879553924199
Tianjin,deltaic,3,SSP5-8.5,2030,6,-0.08383721503049733,0.5618048073034999
Tianjin,deltaic,3,SSP5-8.5,2030,7,-0.5175974853239586,0.6075766096646759
Tianjin,deltaic,3,SSP5-8.5,2030,8,-0.1841737613413564,0.6151969462087432
Tianjin,deltaic,3,SSP5-8.5,2030,9,-0.5015861372773798,0.5817273618413402
Tianjin,deltaic,3,SSP5-8.5,2030,10,-0.10280048270782206,0.6652060336245554
Tianjin,deltaic,3,SSP5-8.5,2030,11,-0.33585725077203027,0.6185877137187856
Tianjin,deltaic,3,SSP5-8.5,2040,0,-0.10768384613112962,0.5684975643162157
Tianjin,deltaic,3,SSP5-8.5,2040,1,-0.33912458050412875,0.6542783538939225
Tianjin,deltaic,3,SSP5-8.5,2040,2,-0.4079239827439932,0.564671273838353
Tianjin,deltaic,3,SSP5-8.5,2040,3,-0.6105256969301417,0.5730924544445389
Tianjin,deltaic,3,SSP5-8.5,2040,4,-0.491107068154511,0.6048876390006523
Tianjin,deltaic,3,SSP5-8.5,2040,5,-0.7283523302066038,0.5974077459206584
Tianjin,deltaic,3,SSP5-8.5,2040,6,-0.2973758840294013,0.5830031455531425
Tianjin,deltaic,3,SSP5-8.5,2040,7,-0.6015453151629482,0.6403179783836608
Tianjin,deltaic,3,SSP5-8.5,2040,8,-0.6929119354214354,0.6001039297292952
Tianjin,deltaic,3,SSP5-8.5,2040,9,-0.4578053315623079,0.6635225030561739
Tianjin,deltaic,3,SSP5-8.5,2040,10,-0.5793457983065098,0.5114610665577706
Tianjin,deltaic,3,SSP5-8.5,2040,11,-0.1856343527031664,0.5846499057633353
Tianjin,deltaic,3,SSP5-8.5,2050,0,-0.4402897125124262,0.5174586851137691
Tianjin,deltaic,3,SSP5-8.5,2050,1,-0.7072256377693578,0.5347014950059502
Tianjin,deltaic,3,SSP5-8.5,2050,2,-0.8528602799871652,0.5541240263834832
Tianjin,deltaic,3,SSP5-8.5,2050,3,-0.2688592417784068,0.6654482722861075
Tianjin,deltaic,3,SSP5-8.5,2050,4,-1.0446583252920798,0.5033022316376868
Tianjin,deltaic,3,SSP5-8.5,2050,5,-0.6043377931345324,0.5602138928374568
Tianjin,deltaic,3,SSP5-8.5,2050,6,-0.7083084955222411,0.6723371698196052
Tianjin,deltaic,3,SSP5-8.5,2050,7,-1.2234463508000455,0.6152537973824787
Tianjin,deltaic,3,SSP5-8.5,2050,8,-0.6945203377747762,0.6553956053638917
Tianjin,deltaic,3,SSP5-8.5,2050,9,-0.43209352309901616,0.5807022408540832
Tianjin,deltaic,3,SSP5-8.5,2050,10,-0.7108996432250834,0.6847788367814935
Tianjin,deltaic,3,SSP5-8.5,2050,11,-0.3974216862241987,0.5571934307827903
Tianjin,deltaic,3,SSP5-8.5,2060,0,-0.4039111633757245,0.4978817607351529
Tianjin,deltaic,3,SSP5-8.5,2060,1,-0.7411838799812186,0.5592813565701718
Tianjin,deltaic,3,SSP5-8.5,2060,2,-0.784237629152773,0.5526089013755109
Tianjin,deltaic,3,SSP5-8.5,2060,3,-0.8773397735153585,0.6103542629774826
Tianjin,deltaic,3,SSP5-8.5,2060,4,-0.6857693923943051,0.556535973288089
Tianjin,deltaic,3,SSP5-8.5,2060,5,-1.0579937813499882,0.5773423558236289
Tianjin,deltaic,3,SSP5-8.5,2060,6,-1.1949482589358178,0.6504743791973193
Tianjin,deltaic,3,SSP5-8.5,2060,7,-0.4419215507370882,0.687308873600213
Tianjin,deltaic,3,SSP5-8.5,2060,8,-1.0639033043858115,0.6580577963514197
Tianjin,deltaic,3,SSP5-8.5,2060,9,-1.187373762775446,0.6639588759416557
Tianjin,deltaic,3,SSP5-8.5,2060,10,-1.0263647666823181,0.621675301403044
Tianjin,deltaic,3,SSP5-8.5,2060,11,-0.9609948969845465,0.5387527122172535
Tianjin,deltaic,3,SSP5-8.5,2070,0,-1.2640914579680746,0.5655312863910558
Tianjin,deltaic,3,SSP5-8.5,2070,1,-0.9629343208864216,0.6913396965796095
Tianjin,deltaic,3,SSP5-8.5,2070,2,-0.9668861179640516,0.5521950670473664
Tianjin,deltaic,3,SSP5-8.5,2070,3,-0.9546227673173604,0.6048051550726733
Tianjin,deltaic,3,SSP5-8.5,2070,4,-0.8725497895419939,0.49828748841689047
Tianjin,deltaic,3,SSP5-8.5,2070,5,-0.8562928556446345,0.6658310706177798
Tianjin,deltaic,3,SSP5-8.5,2070,6,-1.3778462909739102,0.6731088732197701
Tianjin,deltaic,3,SSP5-8.5,2070,7,-0.7391965100325762,0.5238714290144536
Tianjin,deltaic,3,SSP5-8.5,2070,8,-1.1124482541647442,0.5779547194889385
Tianjin,deltaic,3,SSP5-8.5,2070,9,-0.977890388581616,0.6471686018674148
Tianjin,deltaic,3,SSP5-8.5,2070,10,-0.8234493657974915,0.5079888410250712
Tianjin,deltaic,3,SSP5-8.5,2070,11,-0.9567731528935901,0.608599481336224
Tianjin,deltaic,3,SSP5-8.5,2080,0,-1.2072347541369128,0.641598062593429
Tianjin,deltaic,3,SSP5-8.5,2080,1,-1.2202297400257387,0.6540788377180777
Tianjin,deltaic,3,SSP5-8.5,2080,2,-1.0504132889773334,0.5320474247322032
Tianjin,deltaic,3,SSP5-8.5,2080,3,-1.2835184774810768,0.6752190221208383
Tianjin,deltaic,3,SSP5-8.5,2080,4,-1.1048580203565088,0.5511716010550035
Tianjin,deltaic,3,SSP5-8.5,2080,5,-0.9644611712565516,0.4841504569729442
Tianjin,deltaic,3,SSP5-8.5,2080,6,-0.8886545961481895,0.6375421956747351
Tianjin,deltaic,3,SSP5-8.5,2080,7,-0.997669049461603,0.5718886079674748
Tianjin,deltaic,3,SSP5-8.5,2080,8,-1.3298586904611098,0.5963297310490849
Tianjin,deltaic,3,SSP5-8.5,2080,9,-0.8648031583077411,0.5807752782733726
Tianjin,deltaic,3,SSP5-8.5,2080,10,-1.3359330001473693,0.5658946320557399
Tianjin,deltaic,3,SSP5-8.5,2080,11,-1.3685339066237379,0.6519487350493433
Tianjin,deltaic,3,SSP5-8.5,2090,0,-1.2820195982074873,0.6081929839930945
Tianjin,deltaic,3,SSP5-8.5,2090,1,-1.4497308409485283,0.6423821690459424
Tianjin,deltaic,3,SSP5-8.5,2090,2,-0.8966603724856541,0.6467656565366441
Tianjin,deltaic,3,SSP5-8.5,2090,3,-1.114979126741996,0.6215188806657054
Tianjin,deltaic,3,SSP5-8.5,2090,4,-1.0970939840456817,0.5925268363659068
Tianjin,deltaic,3,SSP5-8.5,2090,5,-1.6056014064195172,0.5306378256605931
Tianjin,deltaic,3,SSP5-8.5,2090,6,-1.1923010738041535,0.6697336927116446
Tianjin,deltaic,3,SSP5-8.5,2090,7,-0.8017540539344779,0.6574784862936887
Tianjin,deltaic,3,SSP5-8.5,2090,8,-1.3561029383373744,0.4690805769208584
Tianjin,deltaic,3,SSP5-8.5,2090,9,-1.2069599314610295,0.5158376146249251
Tianjin,deltaic,3,SSP5-8.5,2090,10,-0.8962610573918991,0.6273736052851558
Tianjin,deltaic,3,SSP5-8.5,2090,11,-1.1272772602462329,0.6192516085784283
Tianjin,deltaic,3,SSP5-8.5,2100,0,-1.6392886271045628,0.5172678662867344
Tianjin,deltaic,3,SSP5-8.5,2100,1,-1.9980735244022407,0.6603189347575558
Tianjin,deltaic,3,SSP5-8.5,2100,2,-1.6079534434250766,0.5201995825035501
Tianjin,deltaic,3,SSP5-8.5,2100,3,-1.3825993375914518,0.5916979384079645
Tianjin,deltaic,3,SSP5-8.5,2100,4,-1.018943724093468,0.5510103154736633
Tianjin,deltaic,3,SSP5-8.5,2100,5,-1.3002873998508715,0.6001128166444758
Tianjin,deltaic,3,SSP5-8.5,2100,6,-1.6193094532722785,0.7194073190150785
Tianjin,deltaic,3,SSP5-8.5,2100,7,-1.2987518652701489,0.633276128146365
Tianjin,deltaic,3,SSP5-8.5,2100,8,-1.4130780315322518,0.575998007088694
Tianjin,deltaic,3,SSP5-8.5,2100,9,-1.0094917679671536,0.6461785203091864
Tianjin,deltaic,3,SSP5-8.5,2100,10,-1.5890245307242254,0.5822527068566519
Tianjin,deltaic,3,SSP5-8.5,2100,11,-1.7820387354579152,0.675078078559629
Tianjin,deltaic,4,Control-NoCC,2020,0,0.0,0.5519749685311062
Tianjin,deltaic,4,Control-NoCC,2020,1,0.0,0.6535493179350058
Tianjin,deltaic,4,Control-NoCC,2020,2,0.0,0.5679345110090483
Tianjin,deltaic,4,Control-NoCC,2020,3,0.0,0.626595561812115
Tianjin,deltaic,4,Control-NoCC,2020,4,0.0,0.5333322416989911
Tianjin,deltaic,4,Control-NoCC,2020,5,0.0,0.6006715858902839
Tianjin,deltaic,4,Control-NoCC,2020,6,0.0,0.6156223948392113
Tianjin,deltaic,4,Control-NoCC,2020,7,0.0,0.5060873014386886
Tianjin,deltaic,4,Control-NoCC,2020,8,0.0,0.6414722335245743
Tianjin,deltaic,4,Control-NoCC,2020,9,0.0,0.5911438098645437
Tianjin,deltaic,4,Control-NoCC,2020,10,0.0,0.6642607764314259
Tianjin,deltaic,4,Control-NoCC,2020,11,0.0,0.5749216311431373
Tianjin,deltaic,4,Control-NoCC,2030,0,-0.0008261764310220894,0.6601941687585459
Tianjin,deltaic,4,Control-NoCC,2030,1,0.0489753042538387,0.5342608727114713
Tianjin,deltaic,4,Control-NoCC,2030,2,-0.0037349250473074688,0.5431619883129791
Tianjin,deltaic,4,Control-NoCC,2030,3,-0.061805072063166176,0.5741121581977048
Tianjin,deltaic,4,Control-NoCC,2030,4,0.04334599050953756,0.5783592533088174
Tianjin,deltaic,4,Control-NoCC,2030,5,-0.1538947206844153,0.6071886195303392
Tianjin,deltaic,4,Control-NoCC,2030,6,-0.023636956788653206,0.5856025948835965
Tianjin,deltaic,4,Control-NoCC,2030,7,0.006814594096960802,0.531707157561701
Tianjin,deltaic,4,Control-NoCC,2030,8,-0.08533221630855652,0.5857317521991566
Tianjin,deltaic,4,Control-NoCC,2030,9,0.10234778320813818,0.5582511479916529
Tianjin,deltaic,4,Control-NoCC,2030,10,-0.09444328219584171,0.6019845518672827
Tianjin,deltaic,4,Control-NoCC,2030,11,-0.05334627507991941,0.6155580141946995
Tianjin,deltaic,4,Control-NoCC,2040,0,-0.021687080936880487,0.6383925014239685
Tianjin,deltaic,4,Control-NoCC,2040,1,0.04969887321928696,0.583680874509373
Tianjin,deltaic,4,Control-NoCC,2040,2,0.09345781211688516,0.5920957763915444
Tianjin,deltaic,4,Control-NoCC,2040,3,-0.1171605282386661,0.5427466931684063
Tianjin,deltaic,4,Control-NoCC,2040,4,0.02496046335223599,0.5641225050676687
Tianjin,deltaic,4,Control-NoCC,2040,5,0.013986052342812689,0.5688708004640433
Tianjin,deltaic,4,Control-NoCC,2040,6,0.01282481674781543,0.6043685216928971
Tianjin,deltaic,4,Control-NoCC,2040,7,0.026989508183034173,0.5652177376405741
Tianjin,deltaic,4,Control-NoCC,2040,8,-0.1085893896565408,0.6640156045790004
Tianjin,deltaic,4,Control-NoCC,2040,9,0.03613521170050068,0.5559633464737708
Tianjin,deltaic,4,Control-NoCC,2040,10,0.050872453841092145,0.5594280330495196
Tianjin,deltaic,4,Control-NoCC,2040,11,-0.046501241568124636,0.5927487830368243
Tianjin,deltaic,4,Control-NoCC,2050,0,0.0666191985815359,0.659321036712792
Tianjin,deltaic,4,Control-NoCC,2050,1,-0.10080683090238335,0.5352068715807569
Tianjin,deltaic,4,Control-NoCC,2050,2,-0.06249307452312747,0.5654003082053491
Tianjin,deltaic,4,Control-NoCC,2050,3,0.06174763365794823,0.5531008765364066
Tianjin,deltaic,4,Control-NoCC,2050,4,-0.012618517935960041,0.6081206120902973
Tianjin,deltaic,4,Control-NoCC,2050,5,0.1457785807178927,0.5991302098094952
